element,decimal_approx,num_representations,sample_representation
106,106.00000000,1669,"((1,1,2), (1,2,1), (2,0,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
106/3,35.33333333,501,"((2,0,2), (2,1,1), (2,2,1), (2,3,2))"
106/9,11.77777778,8,"((0,2,1), (3,0,1), (3,1,1))"
107,107.00000000,1275,"((1,2,1), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
107/2,53.50000000,2251,"((2,0,1), (2,1,2), (2,2,2), (3,3,2))"
107/3,35.66666667,589,"((2,2,1), (2,3,1), (3,0,1), (3,3,1))"
107/4,26.75000000,166,"((2,1,2), (2,2,2), (3,0,2))"
107/6,17.83333333,41,"((1,1,2), (1,2,2), (2,0,2))"
107/8,13.37500000,18,"((2,1,1), (2,2,1), (3,0,1))"
107/9,11.88888889,1,"((0,1,2), (0,2,2), (1,0,2))"
107/12,8.91666667,9,"((1,1,1), (1,2,1), (2,0,1))"
107/18,5.94444444,1,"((0,1,1), (0,2,1), (1,0,1))"
108,108.00000000,1252,"((1,1,1), (1,2,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
109,109.00000000,1410,"((1,2,1), (2,0,1), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
109/2,54.50000000,1928,"((2,0,2), (3,2,2), (3,3,2))"
109/3,36.33333333,515,"((1,2,1), (2,3,1), (3,0,2), (3,1,1), (3,2,1))"
109/4,27.25000000,233,"((2,0,1), (3,2,1), (3,3,1))"
109/6,18.16666667,55,"((1,1,2), (1,2,1), (3,0,1), (3,1,1))"
109/8,13.62500000,11,"((1,0,1), (1,1,1), (2,2,1), (3,0,1))"
109/9,12.11111111,10,"((0,1,2), (0,2,1), (2,0,1), (2,1,1))"
109/12,9.08333333,4,"((0,0,1), (0,1,1), (1,2,1), (2,0,1))"
110,110.00000000,1455,"((1,2,1), (2,0,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
110/3,36.66666667,740,"((2,1,2), (2,3,1), (3,2,2))"
110/9,12.22222222,7,"((0,2,1), (1,1,1), (1,3,1))"
111,111.00000000,1156,"((1,1,1), (1,2,1), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
111/2,55.50000000,1985,"((2,2,1), (3,0,2), (3,1,2), (3,3,2))"
111/4,27.75000000,223,"((3,0,1), (3,1,1), (3,2,2))"
111/8,13.87500000,14,"((2,0,2), (3,2,1))"
112,112.00000000,898,"((1,1,2), (1,2,1), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
112/3,37.33333333,704,"((2,1,1), (2,3,2), (3,0,1), (3,2,1))"
112/9,12.44444444,8,"((1,0,2), (1,1,1), (1,3,1))"
113,113.00000000,855,"((1,2,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
113/2,56.50000000,2511,"((2,2,2), (3,0,1), (3,2,1), (3,3,2))"
113/3,37.66666667,750,"((2,0,1), (2,3,1), (3,2,1), (3,3,1))"
113/4,28.25000000,215,"((2,0,2), (2,2,2), (3,1,2))"
113/6,18.83333333,44,"((1,2,2), (2,1,1), (3,0,2))"
113/8,14.12500000,19,"((2,0,1), (2,2,1), (3,1,1))"
113/9,12.55555556,4,"((0,2,2), (1,1,1), (2,0,2))"
113/12,9.41666667,7,"((1,0,1), (1,2,1), (2,1,1))"
113/18,6.27777778,2,"((0,0,1), (0,2,1), (1,1,1))"
114,114.00000000,955,"((1,1,1), (1,2,1), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
115,115.00000000,948,"((1,1,2), (1,2,1), (2,0,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
115/2,57.50000000,2931,"((2,1,2), (3,2,2), (3,3,2))"
115/3,38.33333333,872,"((2,2,1), (2,3,2), (3,1,2))"
115/4,28.75000000,308,"((2,1,1), (3,2,1), (3,3,1))"
115/6,19.16666667,78,"((1,2,1), (3,1,1), (3,2,1))"
115/8,14.37500000,24,"((1,1,1), (2,2,1), (3,1,1))"
115/9,12.77777778,16,"((0,2,1), (2,1,1), (2,2,1))"
115/12,9.58333333,7,"((0,1,1), (1,2,1), (2,1,1))"
116,116.00000000,761,"((1,0,2), (1,2,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
116/3,38.66666667,672,"((2,0,2), (2,2,2), (2,3,1), (3,1,2))"
116/9,12.88888889,4,"((0,1,1), (0,2,1), (1,0,1), (1,3,1))"
117,117.00000000,575,"((1,0,1), (1,1,1), (1,2,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
117/2,58.50000000,2771,"((2,0,1), (2,2,1), (3,2,2), (3,3,2))"
117/4,29.25000000,230,"((2,1,1), (3,0,2), (3,2,2))"
117/8,14.62500000,19,"((3,0,1), (3,1,2))"
118,118.00000000,544,"((1,1,2), (1,2,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
118/3,39.33333333,884,"((2,0,1), (2,1,1), (2,2,2), (2,3,2))"
118/9,13.11111111,10,"((0,1,1), (1,3,1), (2,0,2))"
119,119.00000000,607,"((1,0,1), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
119/2,59.50000000,2369,"((2,0,2), (2,2,2), (3,1,2), (3,3,2))"
119/3,39.66666667,711,"((2,1,1), (2,3,1), (3,0,2), (3,2,2))"
119/4,29.75000000,318,"((2,0,1), (2,2,1), (3,1,1), (3,3,1))"
119/6,19.83333333,65,"((1,1,1), (1,2,2), (3,0,1), (3,1,1))"
119/8,14.87500000,17,"((1,1,1), (3,0,2), (3,1,1))"
119/9,13.22222222,8,"((0,1,1), (0,2,2), (2,0,1), (2,1,1))"
119/12,9.91666667,9,"((0,1,1), (2,0,2), (2,1,1))"
120,120.00000000,593,"((1,1,1), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
121,121.00000000,456,"((1,0,2), (1,1,2), (1,2,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
121/2,60.50000000,2439,"((2,1,1), (3,0,2), (3,2,2), (3,3,2))"
121/3,40.33333333,776,"((2,0,2), (2,3,2), (3,1,1), (3,2,1))"
121/4,30.25000000,309,"((3,0,1), (3,1,2), (3,3,1))"
121/6,20.16666667,86,"((2,0,1), (2,1,2), (2,3,1))"
121/8,15.12500000,18,"((1,1,2), (2,0,2), (3,1,1))"
121/9,13.44444444,12,"((1,0,1), (1,1,2), (1,3,1))"
121/12,10.08333333,4,"((0,1,2), (3,0,2))"
121/24,5.04166667,1,"((0,1,1), (3,0,1))"
122,122.00000000,333,"((0,2,1), (1,1,1), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
122/3,40.66666667,915,"((2,3,1), (3,0,1), (3,1,2), (3,3,1))"
122/9,13.55555556,4,"((0,2,2), (1,0,2), (1,1,2))"
123,123.00000000,321,"((1,0,2), (1,1,1), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
123/2,61.50000000,2990,"((2,2,1), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
123/4,30.75000000,298,"((2,0,2), (2,1,2), (3,2,2))"
123/8,15.37500000,26,"((2,0,1), (2,1,1), (3,2,1))"
124,124.00000000,341,"((1,0,1), (1,1,2), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
124/3,41.33333333,836,"((2,1,2), (2,2,1), (2,3,2), (3,0,2))"
124/9,13.77777778,18,"((0,2,1), (1,1,1), (2,0,1), (2,2,1))"
125,125.00000000,331,"((0,2,1), (1,1,1), (1,3,2), (2,0,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
125/2,62.50000000,3516,"((2,2,2), (3,2,2), (3,3,2))"
125/3,41.66666667,1164,"((2,3,1), (3,3,2))"
125/4,31.25000000,420,"((3,3,2))"
125/6,20.83333333,97,"((2,3,2))"
125/8,15.62500000,33,"((3,3,1))"
125/9,13.88888889,10,"((1,3,2))"
125/12,10.41666667,14,"((2,3,1))"
125/18,6.94444444,4,"((1,3,1))"
125/27,4.62962963,1,"((0,3,1))"
126,126.00000000,245,"((0,2,1), (1,1,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
127,127.00000000,181,"((0,2,1), (1,0,1), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
127/2,63.50000000,3238,"((2,0,1), (3,1,2), (3,2,2), (3,3,2))"
127/3,42.33333333,1066,"((2,2,2), (2,3,2), (3,0,1), (3,1,1))"
127/4,31.75000000,308,"((3,0,2), (3,2,1), (3,3,1))"
127/6,21.16666667,82,"((2,0,2), (2,2,1), (2,3,1))"
127/8,15.87500000,28,"((2,2,2), (3,0,1))"
127/9,14.11111111,10,"((1,0,2), (1,2,1), (1,3,1))"
127/12,10.58333333,10,"((1,2,2), (2,0,1))"
127/18,7.05555556,1,"((0,2,2), (1,0,1))"
128,128.00000000,163,"((0,2,1), (1,1,1), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
128/3,42.66666667,1138,"((2,0,1), (2,3,1), (3,1,2), (3,2,2))"
128/9,14.22222222,8,"((0,2,1), (1,3,1), (2,0,2))"
129,129.00000000,177,"((0,2,1), (1,1,2), (1,3,2), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
129/2,64.50000000,2780,"((2,0,2), (2,1,1), (2,2,1), (3,2,2), (3,3,2))"
129/4,32.25000000,428,"((2,0,1), (3,1,2), (3,2,2))"
129/8,16.12500000,20,"((3,0,2), (3,2,1))"
130,130.00000000,159,"((0,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
130/3,43.33333333,1334,"((2,1,1), (2,3,2), (3,2,2))"
130/9,14.44444444,22,"((1,3,1), (2,1,2))"
131,131.00000000,115,"((0,2,1), (1,0,2), (1,1,1), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
131/2,65.50000000,2757,"((2,2,2), (3,0,2), (3,1,1), (3,2,1), (3,3,2))"
131/3,43.66666667,1020,"((2,0,2), (2,1,1), (2,3,1), (3,2,1), (3,3,1))"
131/4,32.75000000,425,"((2,1,2), (2,2,1), (3,0,1), (3,3,1))"
131/6,21.83333333,104,"((1,2,2), (2,0,1), (3,1,2))"
131/8,16.37500000,23,"((2,0,2), (2,2,1), (3,1,1))"
131/9,14.55555556,8,"((0,2,2), (3,0,1), (3,1,1))"
131/12,10.91666667,9,"((1,2,1), (3,0,2))"
131/18,7.27777778,2,"((0,2,1), (2,0,2))"
132,132.00000000,79,"((0,2,1), (1,0,1), (1,1,2), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
133,133.00000000,76,"((0,2,1), (1,0,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
133/2,66.50000000,3463,"((2,1,2), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
133/3,44.33333333,1299,"((2,0,1), (2,3,2), (3,1,1), (3,3,1))"
133/4,33.25000000,395,"((2,0,2), (2,1,1), (3,2,1), (3,3,1))"
133/6,22.16666667,88,"((1,2,1), (3,0,2), (3,1,2))"
133/8,16.62500000,35,"((1,1,1), (2,0,1), (2,2,1), (3,1,1))"
133/9,14.77777778,18,"((0,2,1), (2,0,2), (2,1,2))"
133/12,11.08333333,7,"((0,1,1), (1,0,1), (1,2,1), (2,1,1))"
134,134.00000000,76,"((0,2,1), (1,0,1), (1,1,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
134/3,44.66666667,1039,"((2,2,1), (2,3,1), (3,0,2), (3,1,1), (3,3,1))"
134/9,14.88888889,11,"((0,1,2), (0,2,2), (2,0,1), (2,1,1))"
135,135.00000000,70,"((0,2,1), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
135/2,67.50000000,3899,"((2,2,1), (3,1,2), (3,2,2), (3,3,2))"
135/4,33.75000000,548,"((2,2,2), (3,1,1), (3,3,1))"
135/8,16.87500000,38,"((2,1,2), (3,2,1))"
136,136.00000000,46,"((0,1,1), (0,2,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
136/3,45.33333333,1168,"((2,0,2), (2,1,2), (2,2,2), (2,3,2))"
136/9,15.11111111,16,"((1,0,1), (1,1,1), (1,2,1), (1,3,1))"
137,137.00000000,32,"((0,1,1), (0,2,1), (1,0,1), (1,2,2), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
137/2,68.50000000,3618,"((2,0,1), (2,1,1), (2,2,2), (3,2,2), (3,3,2))"
137/3,45.66666667,1374,"((2,1,1), (2,2,2), (2,3,1), (3,0,1), (3,3,1))"
137/4,34.25000000,409,"((2,2,1), (3,0,2), (3,1,1), (3,3,1))"
137/6,22.83333333,100,"((1,2,1), (2,0,2), (2,1,1), (2,3,1))"
137/8,17.12500000,37,"((2,1,2), (2,2,1), (3,0,1))"
137/9,15.22222222,8,"((0,2,1), (1,0,2), (1,1,1), (1,3,1))"
137/12,11.41666667,16,"((1,1,2), (1,2,1), (2,0,1))"
137/18,7.61111111,1,"((0,1,2), (0,2,1), (1,0,1))"
138,138.00000000,29,"((0,2,1), (1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
139,139.00000000,29,"((0,1,1), (0,2,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
139/2,69.50000000,2989,"((2,0,2), (2,1,1), (3,1,2), (3,2,2), (3,3,2))"
139/3,46.33333333,1186,"((2,3,2), (3,0,2), (3,2,2))"
139/4,34.75000000,560,"((2,0,1), (2,1,2), (3,2,1), (3,3,1))"
139/6,23.16666667,126,"((2,3,1), (3,0,1), (3,2,1))"
139/8,17.37500000,28,"((1,1,2), (3,0,2), (3,1,1))"
139/9,15.44444444,29,"((1,3,1), (2,0,1), (2,2,1))"
139/12,11.58333333,10,"((0,1,2), (2,0,2), (2,1,1))"
140,140.00000000,22,"((0,1,1), (0,2,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
140/3,46.66666667,1639,"((2,3,1), (3,1,2), (3,2,1), (3,3,1))"
140/9,15.55555556,17,"((0,2,2), (2,1,1), (2,2,1))"
141,141.00000000,12,"((0,1,1), (0,2,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
141/2,70.50000000,3078,"((2,1,2), (2,2,1), (3,0,2), (3,2,2), (3,3,2))"
141/4,35.25000000,559,"((2,1,1), (2,2,2), (3,0,1), (3,3,1))"
141/8,17.62500000,32,"((2,0,2), (2,1,1), (3,2,1))"
142,142.00000000,8,"((0,1,1), (0,2,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
142/3,47.33333333,1545,"((2,1,2), (2,3,2), (3,0,1), (3,3,1))"
142/9,15.77777778,19,"((0,2,1), (2,2,1), (3,0,2))"
143,143.00000000,8,"((0,1,1), (0,2,1), (1,0,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
143/2,71.50000000,3706,"((2,2,2), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
143/3,47.66666667,1609,"((2,0,1), (2,1,1), (2,3,1), (3,3,2))"
143/4,35.75000000,502,"((2,0,2), (3,3,2))"
143/6,23.83333333,106,"((1,1,1), (1,2,1), (2,3,1), (3,0,2))"
143/8,17.87500000,43,"((2,0,1), (3,3,1))"
143/9,15.88888889,11,"((0,1,1), (0,2,1), (1,3,1), (2,0,2))"
143/12,11.91666667,14,"((1,0,1), (2,3,1))"
143/18,7.94444444,4,"((0,0,1), (1,3,1))"
144,144.00000000,8,"((0,1,1), (0,2,1), (1,0,1), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
145,145.00000000,7,"((0,1,1), (0,2,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
145/2,72.50000000,4231,"((2,0,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
145/3,48.33333333,1871,"((2,2,1), (2,3,2), (3,1,1), (3,3,1))"
145/4,36.25000000,697,"((3,1,2), (3,2,1), (3,3,1))"
145/6,24.16666667,171,"((2,1,2), (2,2,1), (2,3,1))"
145/8,18.12500000,55,"((2,2,2), (3,1,1))"
145/9,16.11111111,26,"((1,1,2), (1,2,1), (1,3,1))"
145/12,12.08333333,16,"((1,2,2), (2,1,1))"
145/18,8.05555556,2,"((0,2,2), (1,1,1))"
145/24,6.04166667,1,"((0,0,1), (0,1,1), (3,0,1))"
146,146.00000000,4,"((0,0,1), (0,1,1), (0,2,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
146/3,48.66666667,1389,"((2,0,2), (2,2,2), (2,3,1), (3,1,1), (3,3,1))"
146/9,16.22222222,12,"((0,2,1), (1,0,1), (1,1,2), (1,3,1))"
147,147.00000000,1,"((0,0,2), (0,1,1), (0,2,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
147/2,73.50000000,3795,"((2,0,1), (2,1,1), (2,2,1), (3,1,2), (3,2,2), (3,3,2))"
147/4,36.75000000,534,"((3,0,2), (3,1,2), (3,2,2))"
147/8,18.37500000,42,"((3,0,1), (3,1,1), (3,2,1))"
148,148.00000000,1,"((0,1,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
148/3,49.33333333,1811,"((2,0,1), (2,1,2), (2,3,2), (3,2,2))"
148/9,16.44444444,29,"((1,1,2), (1,3,1), (2,0,2))"
149,149.00000000,1,"((0,0,1), (0,1,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
149/2,74.50000000,3206,"((2,0,2), (2,1,2), (2,2,2), (3,2,2), (3,3,2))"
149/3,49.66666667,1467,"((2,1,2), (2,3,1), (3,0,2), (3,2,1), (3,3,1))"
149/4,37.25000000,712,"((2,0,1), (2,1,1), (3,3,2))"
149/6,24.83333333,153,"((1,2,2), (2,1,1), (3,0,1), (3,2,1))"
149/8,18.62500000,36,"((2,2,1), (3,0,2), (3,1,1))"
149/9,16.55555556,19,"((0,2,2), (1,1,1), (2,0,1), (2,2,1))"
149/12,12.41666667,16,"((1,2,1), (2,0,2), (2,1,1))"
149/18,8.27777778,2,"((0,2,1), (1,0,2), (1,1,1))"
150,150.00000000,1,"((0,0,2), (0,1,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
151/2,75.50000000,3172,"((2,1,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
151/3,50.33333333,1563,"((2,0,2), (2,3,2), (3,2,1), (3,3,1))"
151/4,37.75000000,706,"((3,0,1), (3,2,2), (3,3,1))"
151/6,25.16666667,185,"((2,0,1), (2,2,2), (2,3,1))"
151/8,18.87500000,40,"((1,1,1), (2,0,2), (2,2,1), (3,1,1))"
151/9,16.77777778,28,"((1,0,1), (1,2,2), (1,3,1))"
151/12,12.58333333,10,"((0,1,1), (1,2,1), (3,0,2))"
152/3,50.66666667,1839,"((2,3,1), (3,0,1), (3,1,1), (3,3,2))"
152/9,16.88888889,11,"((1,0,2), (1,3,2))"
152/27,5.62962963,1,"((0,0,1), (0,3,1))"
153/2,76.50000000,3856,"((2,0,1), (2,2,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
153/4,38.25000000,633,"((2,0,2), (2,2,2), (3,1,1), (3,3,1))"
153/8,19.12500000,56,"((2,0,1), (2,1,2), (3,2,1))"
154/3,51.33333333,1616,"((2,2,2), (2,3,2), (3,0,2), (3,1,2))"
154/9,17.11111111,35,"((1,2,1), (1,3,1), (2,0,1), (2,1,1))"
155/2,77.50000000,4288,"((2,1,1), (2,2,2), (3,1,2), (3,2,2), (3,3,2))"
155/3,51.66666667,2241,"((2,1,1), (2,2,1), (2,3,1), (3,3,2))"
155/4,38.75000000,885,"((2,1,2), (3,3,2))"
155/6,25.83333333,202,"((1,2,1), (2,3,1), (3,1,2))"
155/8,19.37500000,65,"((2,1,1), (3,3,1))"
155/9,17.22222222,23,"((0,2,1), (1,3,1), (2,1,2))"
155/12,12.91666667,22,"((1,1,1), (2,3,1))"
155/18,8.61111111,4,"((0,1,1), (1,3,1))"
157/2,78.50000000,3861,"((1,2,1), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,3,2))"
157/3,52.33333333,2060,"((2,2,2), (2,3,2), (3,0,1), (3,3,1))"
157/4,39.25000000,682,"((2,1,2), (3,0,2), (3,2,1), (3,3,1))"
157/6,26.16666667,171,"((2,0,2), (2,3,1), (3,1,2))"
157/8,19.62500000,61,"((2,1,1), (2,2,2), (3,0,1))"
157/9,17.44444444,32,"((1,3,1), (2,1,1), (3,0,2))"
157/12,13.08333333,19,"((1,1,1), (1,2,2), (2,0,1))"
157/18,8.72222222,1,"((0,1,1), (0,2,2), (1,0,1))"
157/24,6.54166667,1,"((0,1,1), (1,0,1), (3,0,1))"
158/3,52.66666667,2130,"((2,0,1), (2,3,1), (3,1,1), (3,2,2), (3,3,1))"
158/9,17.55555556,19,"((0,2,2), (2,0,2), (2,1,2))"
159/2,79.50000000,3173,"((2,0,2), (2,1,2), (2,2,1), (3,1,2), (3,2,2), (3,3,2))"
159/4,39.75000000,893,"((2,0,1), (2,2,1), (3,3,2))"
159/8,19.87500000,45,"((2,1,1), (3,0,2), (3,2,1))"
160/3,53.33333333,2431,"((2,1,2), (2,3,2), (3,2,1), (3,3,1))"
160/9,17.77777778,42,"((1,1,1), (1,2,2), (1,3,1))"
161/2,80.50000000,3159,"((2,2,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
161/3,53.66666667,1871,"((2,0,2), (2,1,2), (2,3,1), (3,3,2))"
161/4,40.25000000,877,"((3,0,1), (3,1,1), (3,3,2))"
161/6,26.83333333,221,"((2,0,1), (2,1,1), (2,3,2))"
161/8,20.12500000,50,"((2,0,2), (3,3,1))"
161/9,17.88888889,18,"((1,0,1), (1,1,1), (1,3,2))"
161/12,13.41666667,16,"((1,1,1), (1,2,1), (3,0,2))"
161/18,8.94444444,4,"((0,1,1), (0,2,1), (2,0,2))"
161/24,6.70833333,1,"((0,1,2), (3,0,1))"
163/2,81.50000000,3820,"((1,2,1), (2,2,2), (2,3,2), (3,0,1), (3,2,1), (3,3,2))"
163/3,54.33333333,2328,"((2,0,1), (2,3,2), (3,3,2))"
163/4,40.75000000,801,"((2,0,2), (3,1,2), (3,2,1), (3,3,1))"
163/6,27.16666667,186,"((2,1,1), (2,2,1), (2,3,1), (3,0,2))"
163/8,20.37500000,72,"((2,0,1), (2,2,2), (3,1,1))"
163/9,18.11111111,35,"((1,1,1), (1,2,1), (1,3,1), (2,0,2))"
163/12,13.58333333,16,"((1,0,1), (1,2,2), (2,1,1))"
163/18,9.05555556,2,"((0,0,1), (0,2,2), (1,1,1))"
164/3,54.66666667,1888,"((2,2,1), (2,3,1), (3,0,2), (3,3,2))"
164/9,18.22222222,30,"((0,2,1), (1,3,1), (2,0,1), (2,2,1))"
165/2,82.50000000,4193,"((2,0,2), (2,1,1), (2,2,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
165/4,41.25000000,1118,"((2,1,1), (2,2,1), (3,3,2))"
165/8,20.62500000,80,"((3,1,2), (3,2,1))"
166/3,55.33333333,2007,"((2,0,2), (2,3,2), (3,1,2), (3,2,2))"
166/9,18.44444444,46,"((1,1,1), (1,3,1), (3,0,1), (3,1,1))"
167/2,83.50000000,3724,"((2,0,1), (2,1,2), (2,2,2), (3,1,2), (3,2,2), (3,3,2))"
167/3,55.66666667,2405,"((2,1,2), (2,3,1), (3,0,1), (3,2,2), (3,3,1))"
167/4,41.75000000,842,"((2,1,1), (3,0,2), (3,3,2))"
167/6,27.83333333,203,"((1,2,2), (2,0,2), (3,1,1), (3,2,1))"
167/8,20.87500000,70,"((2,2,1), (3,0,1), (3,1,2))"
167/9,18.55555556,20,"((0,2,2), (2,2,1), (3,0,2))"
167/12,13.91666667,26,"((1,2,1), (2,0,1), (2,1,2))"
167/18,9.27777778,3,"((0,2,1), (1,0,1), (1,1,2))"
169/2,84.50000000,3027,"((1,2,1), (2,0,2), (2,2,2), (2,3,2), (3,1,2), (3,3,2))"
169/3,56.33333333,2075,"((2,1,1), (2,3,2), (3,0,2), (3,2,1), (3,3,1))"
169/4,42.25000000,1099,"((2,0,1), (3,1,1), (3,2,2), (3,3,1))"
169/6,28.16666667,248,"((1,2,1), (3,0,1), (3,1,2), (3,2,1))"
169/8,21.12500000,58,"((1,1,1), (2,2,1), (3,0,2), (3,1,1))"
169/9,18.77777778,50,"((0,2,1), (2,0,1), (2,1,2), (2,2,1))"
169/12,14.08333333,19,"((0,1,1), (1,2,1), (2,0,2), (2,1,1))"
169/24,7.04166667,1,"((0,0,2), (0,1,1), (3,0,1))"
170/3,56.66666667,2823,"((2,3,1), (3,1,1), (3,2,1), (3,3,2))"
170/9,18.88888889,29,"((1,1,2), (1,3,2))"
170/27,6.29629630,1,"((0,1,1), (0,3,1))"
171/2,85.50000000,3049,"((1,2,1), (2,1,1), (2,3,2), (3,0,2), (3,2,2), (3,3,2))"
171/4,42.75000000,1086,"((2,2,2), (3,0,1), (3,1,2), (3,3,1))"
171/8,21.37500000,66,"((2,0,2), (2,1,2), (3,2,1))"
