element,decimal_approx,num_representations,sample_representation
18013/3375,5.33718519,3232,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,2), (3,3,1))"
18014/3375,5.33748148,3993,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,2,2), (3,3,2))"
18016/3375,5.33807407,3819,"((1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
18017/3375,5.33837037,3143,"((0,3,1), (1,0,1), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18019/3375,5.33896296,3788,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,2))"
18022/3375,5.33985185,3307,"((0,3,2), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,3,1))"
18023/3375,5.34014815,3187,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,3,2))"
18026/3375,5.34103704,3813,"((1,0,2), (1,1,1), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18028/3375,5.34162963,3218,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,1,1), (3,3,2))"
18029/3375,5.34192593,3761,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,3,1))"
18031/3375,5.34251852,3953,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,1), (3,3,2))"
18032/3375,5.34281481,3329,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18034/3375,5.34340741,3820,"((1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2))"
18037/3375,5.34429630,3085,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,1))"
18038/3375,5.34459259,3150,"((1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,1), (3,2,1), (3,3,2))"
18041/3375,5.34548148,3906,"((0,3,1), (1,0,2), (1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,2), (3,3,2))"
18043/3375,5.34607407,3154,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
18044/3375,5.34637037,3813,"((1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,1))"
18046/3375,5.34696296,3864,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,2), (3,3,1))"
18047/3375,5.34725926,3094,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,2))"
18049/3375,5.34785185,3956,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1))"
18052/3375,5.34874074,3172,"((1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18053/3375,5.34903704,3139,"((0,3,1), (1,0,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18056/3375,5.34992593,3837,"((1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,3,2))"
18058/3375,5.35051852,3304,"((0,3,2), (1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,1), (3,3,1))"
18059/3375,5.35081481,3891,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,1))"
18061/3375,5.35140741,3796,"((0,3,1), (1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,3,2))"
18062/3375,5.35170370,3137,"((1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,1), (3,3,2))"
18064/3375,5.35229630,3870,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,1), (3,1,1), (3,2,1), (3,3,2))"
18067/3375,5.35318519,3268,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,2,2), (3,3,2))"
18068/3375,5.35348148,3321,"((1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,2))"
18071/3375,5.35437037,3804,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18073/3375,5.35496296,3087,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,2))"
18074/3375,5.35525926,3828,"((1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18076/3375,5.35585185,3963,"((0,3,2), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,3,2))"
18077/3375,5.35614815,3219,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2))"
18079/3375,5.35674074,3809,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18082/3375,5.35762963,3214,"((0,3,2), (1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1))"
18083/3375,5.35792593,3093,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,1,1), (3,3,2))"
18086/3375,5.35881481,3986,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,1), (3,3,1))"
18088/3375,5.35940741,3175,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,1), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
18089/3375,5.35970370,3787,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,1), (3,3,1))"
18091/3375,5.36029630,3773,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,1), (3,3,2))"
18092/3375,5.36059259,3206,"((1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,1), (3,3,2))"
18094/3375,5.36118519,3978,"((0,3,2), (1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,2), (3,3,2))"
18097/3375,5.36207407,3107,"((0,3,1), (1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
18098/3375,5.36237037,3134,"((1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18101/3375,5.36325926,3767,"((0,3,1), (1,0,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18103/3375,5.36385185,3269,"((0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,1,1), (3,2,1), (3,3,2))"
18104/3375,5.36414815,3983,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,3,2))"
18106/3375,5.36474074,3847,"((1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,1))"
18107/3375,5.36503704,3146,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,3,2))"
18109/3375,5.36562963,3778,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,3,2))"
18112/3375,5.36651852,3269,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,1), (3,3,2))"
18113/3375,5.36681481,3222,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,1))"
18116/3375,5.36770370,3817,"((1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,3,2))"
18118/3375,5.36829630,3221,"((0,3,2), (1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,1), (3,3,1))"
18119/3375,5.36859259,3755,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,2))"
18121/3375,5.36918519,3960,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,3,2), (3,0,1), (3,2,2), (3,3,2))"
18122/3375,5.36948148,3298,"((1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,2), (3,3,2))"
18124/3375,5.37007407,3841,"((1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,1), (3,3,1))"
18127/3375,5.37096296,3111,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
18128/3375,5.37125926,3201,"((1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18131/3375,5.37214815,3938,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,3,2))"
18133/3375,5.37274074,3111,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2))"
18134/3375,5.37303704,3813,"((1,0,2), (1,1,1), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
18136/3375,5.37362963,3837,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,3,1))"
18137/3375,5.37392593,3074,"((0,3,1), (1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,1), (3,3,2))"
18139/3375,5.37451852,3966,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,1), (3,3,1))"
18142/3375,5.37540741,3200,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,3,2))"
18143/3375,5.37570370,3134,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,1,2), (3,2,1), (3,3,2))"
18146/3375,5.37659259,3860,"((1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,1), (3,3,1))"
18148/3375,5.37718519,3275,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,2,2), (3,3,2))"
18149/3375,5.37748148,3931,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,2), (3,3,1))"
18151/3375,5.37807407,3764,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18152/3375,5.37837037,3175,"((1,0,2), (1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,1), (3,3,2))"
18154/3375,5.37896296,3853,"((1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,2))"
18157/3375,5.37985185,3262,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,3,2))"
18158/3375,5.38014815,3284,"((0,3,2), (1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,3,1))"
18161/3375,5.38103704,3802,"((0,3,1), (1,0,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18163/3375,5.38162963,3103,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1))"
18164/3375,5.38192593,3843,"((1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,3,1))"
18166/3375,5.38251852,3962,"((0,3,2), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,1))"
18167/3375,5.38281481,3269,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,2,1), (3,3,2))"
18169/3375,5.38340741,3767,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,3,1))"
18172/3375,5.38429630,3173,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18173/3375,5.38459259,3078,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,1))"
18176/3375,5.38548148,3965,"((1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,2), (3,3,2))"
18178/3375,5.38607407,3214,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
18179/3375,5.38637037,3793,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18181/3375,5.38696296,3793,"((0,3,1), (1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
18182/3375,5.38725926,3214,"((1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18184/3375,5.38785185,3965,"((0,3,2), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,3,1))"
18187/3375,5.38874074,3078,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,1), (2,3,1), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18188/3375,5.38903704,3173,"((1,0,2), (1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18191/3375,5.38992593,3767,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,1), (3,3,2))"
18193/3375,5.39051852,3269,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,1), (3,2,1), (3,3,2))"
18194/3375,5.39081481,3962,"((1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,1))"
18196/3375,5.39140741,3843,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,1), (3,3,1))"
18197/3375,5.39170370,3103,"((0,3,1), (1,0,2), (1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,3,2))"
18199/3375,5.39229630,3802,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,1))"
18202/3375,5.39318519,3284,"((0,3,2), (1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,2))"
18203/3375,5.39348148,3262,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,2,2), (3,3,2))"
18206/3375,5.39437037,3853,"((1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
18208/3375,5.39496296,3175,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,1), (2,3,1), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
18209/3375,5.39525926,3764,"((0,3,1), (1,0,2), (1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,2))"
18211/3375,5.39585185,3931,"((0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,1), (3,3,1))"
18212/3375,5.39614815,3275,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,1), (3,3,2))"
18214/3375,5.39674074,3860,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18217/3375,5.39762963,3134,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
18218/3375,5.39792593,3200,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,1), (3,3,2))"
18221/3375,5.39881481,3966,"((0,3,1), (1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,1), (3,3,2))"
18223/3375,5.39940741,3074,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,1), (3,1,2), (3,3,2))"
18224/3375,5.39970370,3837,"((1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2))"
18226/3375,5.40029630,3813,"((1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,1), (3,3,2))"
18227/3375,5.40059259,3111,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18229/3375,5.40118519,3938,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,2), (3,3,2))"
18232/3375,5.40207407,3201,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,1), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18233/3375,5.40237037,3111,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2))"
18236/3375,5.40325926,3841,"((1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18238/3375,5.40385185,3298,"((0,3,2), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,3,2))"
18239/3375,5.40414815,3960,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2))"
18241/3375,5.40474074,3755,"((0,3,1), (1,0,2), (1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
18242/3375,5.40503704,3221,"((1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18244/3375,5.40562963,3817,"((0,3,2), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,3,1))"
18247/3375,5.40651852,3222,"((0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,1), (2,3,2), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
18248/3375,5.40681481,3269,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
18251/3375,5.40770370,3778,"((0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18253/3375,5.40829630,3146,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,1), (3,3,1))"
18254/3375,5.40859259,3847,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,1,1), (3,2,1), (3,3,2))"
18256/3375,5.40918519,3983,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,2), (3,3,1))"
18257/3375,5.40948148,3269,"((0,3,1), (1,0,2), (1,1,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,2,2), (3,3,2))"
18259/3375,5.41007407,3767,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,1))"
18262/3375,5.41096296,3134,"((1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
18263/3375,5.41125926,3107,"((0,3,1), (1,0,2), (1,1,1), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1), (3,2,2), (3,3,1))"
18266/3375,5.41214815,3978,"((1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,3,2))"
18268/3375,5.41274074,3206,"((1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2))"
18269/3375,5.41303704,3773,"((0,3,1), (1,0,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2))"
18271/3375,5.41362963,3787,"((0,3,1), (1,0,2), (1,1,2), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,3,2))"
18272/3375,5.41392593,3175,"((1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
18274/3375,5.41451852,3986,"((0,3,2), (1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,2,1), (3,3,2))"
18277/3375,5.41540741,3093,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,1), (3,1,2))"
