element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
419/243,1.72427984,decomposable,1 + 176/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
421/81,5.19753086,decomposable,1 + 340/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
422/81,5.20987654,decomposable,1 + 341/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
422/243,1.73662551,decomposable,212/243 + 70/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
424/81,5.23456790,decomposable,1 + 343/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
424/243,1.74485597,decomposable,296/243 + 128/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
425/81,5.24691358,decomposable,1 + 344/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
427/81,5.27160494,decomposable,1 + 346/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
427/243,1.75720165,decomposable,1 + 184/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
428/81,5.28395062,decomposable,1 + 347/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
428/243,1.76131687,decomposable,212/243 + 8/9,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
430/81,5.30864198,decomposable,1 + 349/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
430/243,1.76954733,decomposable,106/81 + 112/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
431/81,5.32098765,decomposable,1 + 350/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
431/243,1.77366255,decomposable,1 + 188/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
433/81,5.34567901,decomposable,1 + 352/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
434/81,5.35802469,decomposable,1 + 353/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
434/243,1.78600823,decomposable,134/81 + 32/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
436/81,5.38271605,decomposable,1 + 355/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
436/243,1.79423868,decomposable,296/243 + 140/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
437/81,5.39506173,decomposable,1 + 356/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
437/243,1.79835391,decomposable,1 + 194/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
439/81,5.41975309,decomposable,1 + 358/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
440/81,5.43209877,decomposable,1 + 359/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
440/243,1.81069959,decomposable,296/243 + 16/27,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
442/81,5.45679012,decomposable,1 + 361/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
442/243,1.81893004,decomposable,128/243 + 314/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
443/81,5.46913580,decomposable,1 + 362/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
443/243,1.82304527,decomposable,1 + 200/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
445/81,5.49382716,decomposable,1 + 364/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
446/81,5.50617284,decomposable,1 + 365/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
446/243,1.83539095,decomposable,212/243 + 26/27,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
448/81,5.53086420,decomposable,1 + 367/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
448/243,1.84362140,decomposable,296/243 + 152/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
449/81,5.54320988,decomposable,1 + 368/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
451/81,5.56790123,decomposable,1 + 370/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
451/243,1.85596708,decomposable,1 + 208/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
452/81,5.58024691,decomposable,1 + 371/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
452/243,1.86008230,decomposable,296/243 + 52/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
454/81,5.60493827,decomposable,1 + 373/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
454/243,1.86831276,decomposable,212/243 + 242/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
455/81,5.61728395,decomposable,1 + 374/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
